supplier_id,supplier_reliability,previous_delays,average_lead_time,demand,inventory_level,weather_risk,transportation_risk,distance,supplier_capacity,shipment_size,historical_disruptions,disrupted
SUP-009,51.8,11,17.5,2269,6875,2.2,2.8,687.0,10542,2464,4,1
SUP-018,48.4,10,16.3,1894,3213,0.5,7.0,1142.0,6900,2513,0,0
SUP-019,88.9,9,8.6,4282,3794,4.5,2.5,121.0,14202,2363,2,0
SUP-038,70.2,2,15.7,552,1809,0.4,2.0,448.0,1026,538,4,0
SUP-032,96.3,11,16.7,2764,4410,,1.3,253.0,13932,3354,2,0
SUP-032,96.3,11,15.9,3300,7430,1.9,3.7,382.0,5330,3384,2,0
SUP-009,51.8,11,14.2,1530,2611,1.9,1.2,521.0,1806,929,4,1
SUP-023,96.4,12,15.3,7590,4257,2.4,2.6,267.0,10638,7181,2,0
SUP-040,80.5,1,13.7,4026,4126,2.5,4.3,836.0,14480,3600,6,0
SUP-018,48.4,10,22.9,1714,1689,0.3,1.4,2240.0,1398,1911,0,0
SUP-035,69.9,7,18.3,1270,3313,2.9,2.4,224.0,3931,1542,3,0
SUP-001,86.0,14,16.6,2096,5463,1.0,6.9,383.0,5542,1356,3,0
SUP-039,57.0,3,17.3,2414,7012,1.1,5.3,207.0,11965,3296,4,0
SUP-014,88.6,5,10.0,1766,1445,3.6,2.9,671.0,1467,2425,4,0
SUP-002,68.3,6,18.6,3743,10167,2.5,2.1,675.0,15673,2797,5,0
SUP-034,64.6,6,17.7,4180,11389,4.8,3.4,242.0,20099,5432,2,0
SUP-032,96.3,11,16.1,1776,5906,5.3,2.3,387.0,9002,1540,2,0
SUP-019,88.9,9,8.4,1765,5438,3.8,4.1,222.0,9670,1247,2,0
SUP-033,62.3,8,18.7,4642,4889,6.0,5.2,682.0,23500,2333,7,1
SUP-023,96.4,12,13.9,639,357,6.5,7.3,378.0,1937,466,2,0
SUP-032,96.3,11,17.5,1814,5606,3.4,2.0,238.0,3599,1562,2,0
SUP-008,86.7,4,13.5,3516,5937,2.6,5.7,798.0,2906,4717,6,0
SUP-007,85.3,1,14.7,933,2974,4.6,6.3,1161.0,5019,845,0,0
SUP-036,55.0,8,13.3,6532,4664,0.5,1.0,582.0,30341,6566,5,1
SUP-016,57.0,4,20.4,2205,1049,3.3,3.2,261.0,3015,2306,2,0
SUP-037,51.9,0,15.3,561,688,2.3,1.7,542.0,1715,286,1,0
SUP-024,92.3,0,14.2,2209,690,4.0,2.0,1500.0,8977,1538,3,0
SUP-030,81.2,10,17.3,2276,2584,2.1,1.8,443.0,9806,3002,0,0
SUP-036,55.0,8,21.5,876,2130,2.7,4.6,762.0,3396,1083,5,0
SUP-030,81.2,10,18.5,4724,13677,2.9,4.9,146.0,23631,6044,0,0
SUP-026,55.3,11,18.7,17205,57640,4.7,1.7,330.0,24865,12671,6,1
SUP-010,68.9,12,17.9,2643,5911,4.8,2.9,,8101,1732,5,0
SUP-016,57.0,4,16.1,11349,10083,4.0,1.0,414.0,38490,11683,2,0
SUP-031,84.5,4,15.3,2138,5177,2.9,4.5,849.0,9410,1379,6,0
SUP-012,94.1,12,18.8,2143,1887,0.7,3.7,700.0,7322,1299,4,0
SUP-020,78.5,2,19.6,3088,10735,1.4,3.0,2015.0,9991,2704,3,0
SUP-022,63.8,2,7.5,9865,23527,2.5,0.9,839.0,27245,7919,1,0
SUP-001,86.0,14,11.8,5217,10789,4.2,3.3,1022.0,17073,5835,3,0
SUP-006,96.7,10,17.1,9726,13540,5.4,3.2,1569.0,16052,9691,4,0
SUP-003,90.5,2,16.1,5131,12544,2.9,0.9,57.0,21878,5284,5,0
SUP-032,96.3,11,12.0,1123,903,3.8,3.1,457.0,3383,1555,2,0
SUP-017,74.4,3,13.9,5097,11981,2.2,1.4,260.0,20699,3589,4,0
SUP-018,48.4,10,14.7,7529,10876,1.0,2.0,218.0,43778,4565,0,0
SUP-026,55.3,11,19.4,1599,472,1.8,5.1,615.0,4645,1730,6,1
SUP-026,55.3,11,20.4,8188,13223,3.7,2.5,695.0,29828,5774,6,0
SUP-016,57.0,4,15.7,2582,6036,1.7,6.0,762.0,2609,2442,2,1
SUP-004,82.0,12,13.5,3003,6751,1.6,4.7,219.0,8736,2667,3,1
SUP-023,96.4,12,10.8,347,1030,4.9,2.2,539.0,500,207,2,0
SUP-020,78.5,2,19.9,6102,8656,2.7,3.2,821.0,12369,7242,3,0
SUP-008,86.7,4,11.0,359,82,2.4,4.4,365.0,1665,401,6,0
SUP-018,48.4,10,12.8,7610,26464,4.6,6.9,748.0,18163,4039,0,0
SUP-027,69.7,11,15.7,3271,7417,2.2,4.4,1625.0,5284,4039,0,0
SUP-038,70.2,2,15.9,1671,1368,3.2,1.4,322.0,6713,2082,4,0
SUP-001,86.0,14,16.6,14827,29321,1.6,4.6,349.0,63170,12238,3,0
SUP-020,78.5,2,15.4,2473,1655,1.7,4.5,667.0,10589,1639,3,0
SUP-038,70.2,2,28.8,9095,8823,4.4,3.6,721.0,42036,7415,4,0
SUP-016,57.0,4,30.1,1674,3357,3.8,2.1,163.0,7908,1321,2,0
SUP-030,81.2,10,12.1,3712,1512,7.7,3.9,620.0,21330,2079,0,0
SUP-030,81.2,10,18.9,7067,11548,4.4,2.2,593.0,39583,5364,0,0
SUP-025,86.3,11,13.4,1151,249,1.3,2.6,425.0,4363,967,7,0
SUP-034,64.6,6,10.5,1150,3573,1.2,1.9,473.0,4761,1320,2,0
SUP-034,64.6,6,26.3,7996,27750,1.1,1.8,820.0,46501,6260,2,0
SUP-029,53.2,7,15.9,1843,3545,1.0,1.9,481.0,10156,2302,6,0
SUP-011,64.7,6,11.6,1771,2127,2.0,4.6,952.0,2634,2070,4,0
SUP-028,47.3,9,19.2,9659,24396,4.5,3.4,,42596,7036,1,1
SUP-015,68.5,13,13.9,1937,3447,1.8,1.7,1284.0,11364,2204,6,0
SUP-025,86.3,11,16.6,5258,15107,4.3,2.5,501.0,27727,3264,7,0
SUP-039,57.0,3,25.0,2332,6661,1.6,2.5,681.0,5188,2824,4,1
SUP-019,88.9,9,10.5,2046,2457,6.4,4.3,585.0,9168,2012,2,0
SUP-016,57.0,4,16.1,1175,2589,3.7,3.7,499.0,2819,656,2,0
SUP-039,57.0,3,18.7,2219,7189,3.6,0.9,630.0,10808,1324,4,0
SUP-004,82.0,12,13.4,2580,8258,3.6,2.4,527.0,10063,2919,3,1
SUP-025,86.3,11,14.6,2511,4614,7.5,3.1,859.0,14011,1329,7,0
SUP-026,55.3,11,25.6,1115,2119,1.7,2.3,715.0,5047,951,6,0
SUP-015,68.5,13,15.1,7723,18599,5.3,5.6,160.0,15655,4658,6,1
SUP-031,84.5,4,15.5,2631,8211,4.8,1.8,828.0,10139,2274,6,0
SUP-027,69.7,11,9.4,5212,2326,1.6,2.9,287.0,9668,6872,0,0
SUP-016,57.0,4,15.2,1481,1405,2.9,4.3,563.0,5061,1289,2,1
SUP-005,50.0,9,20.1,2373,6520,1.7,4.4,955.0,10512,2976,6,1
SUP-022,63.8,2,12.4,2463,6713,0.9,6.2,239.0,3211,3227,1,0
SUP-010,68.9,12,12.8,1952,6256,2.9,0.6,336.0,3834,1521,5,0
SUP-009,51.8,11,15.4,2422,2677,5.2,2.0,3042.0,7627,2160,4,1
SUP-029,53.2,7,18.1,4743,15537,5.6,6.9,588.0,21593,4508,6,0
SUP-019,88.9,9,8.8,2048,460,2.7,4.0,890.0,2567,2863,2,0
SUP-030,81.2,10,15.4,1966,468,2.3,1.4,829.0,4492,1014,0,0
SUP-025,86.3,11,11.3,2027,3040,3.1,7.1,1005.0,9332,2230,7,1
SUP-007,85.3,1,19.2,2257,4419,1.8,1.3,926.0,3129,2554,0,0
SUP-010,68.9,12,16.0,1612,3649,1.3,4.5,485.0,6765,1613,5,0
SUP-002,68.3,6,21.2,2638,8941,1.0,2.3,503.0,15662,2743,5,0
SUP-006,96.7,10,15.0,2746,7229,1.7,3.4,761.0,16431,2232,4,0
SUP-005,50.0,9,17.3,10957,15999,0.0,4.6,205.0,51866,11171,6,0
SUP-008,86.7,4,9.3,3333,10880,3.9,3.7,413.0,9146,2906,6,0
SUP-029,53.2,7,17.4,648,772,2.5,2.5,475.0,3603,664,6,0
SUP-001,86.0,14,12.9,1428,990,4.6,3.8,326.0,7495,1143,3,1
SUP-012,94.1,12,8.7,983,3266,5.7,3.7,270.0,1194,495,4,1
SUP-039,57.0,3,18.9,3613,9067,,3.5,108.0,8936,4593,4,0
SUP-019,88.9,9,18.9,4167,1641,2.8,2.7,325.0,19399,5233,2,0
SUP-037,51.9,0,18.3,1993,4052,1.1,1.9,636.0,1673,1335,1,0
SUP-013,79.1,12,14.3,5361,8643,1.9,6.9,199.0,24344,4889,0,0
SUP-040,80.5,1,11.8,1278,2425,4.9,4.6,1088.0,6914,1579,6,0
SUP-006,96.7,10,11.7,4480,3189,3.3,4.7,,9747,5098,4,1
SUP-013,79.1,12,20.7,1245,3093,3.3,3.5,825.0,4289,1661,0,0
SUP-037,51.9,0,16.5,4331,8669,0.8,2.5,508.0,7558,4031,1,0
SUP-005,50.0,9,16.7,2297,1735,2.8,3.8,314.0,13504,2348,6,0
SUP-004,82.0,12,19.0,4124,11476,4.3,3.4,217.0,9359,2457,3,1
SUP-005,50.0,9,20.3,643,1227,3.6,4.2,2286.0,1696,364,6,1
SUP-024,92.3,0,16.8,2776,9493,0.5,6.1,1237.0,15216,2122,3,0
SUP-004,82.0,12,17.7,1785,1272,1.5,5.0,298.0,8934,2336,3,1
SUP-019,88.9,9,8.1,7686,21163,5.1,5.5,892.0,18414,7192,2,1
SUP-031,84.5,4,8.3,5510,12038,3.3,1.4,329.0,6084,5004,6,0
SUP-014,88.6,5,13.6,11713,16336,0.3,3.1,300.0,46299,14688,4,0
SUP-023,96.4,12,16.5,2537,7950,1.4,1.7,1156.0,14288,2369,2,0
SUP-003,90.5,2,15.0,15907,33167,3.8,3.1,4494.0,47157,8658,5,0
SUP-004,82.0,12,19.2,817,584,2.5,3.5,489.0,3174,1112,3,1
SUP-018,48.4,10,12.7,781,1728,5.0,4.0,2219.0,3196,468,0,0
SUP-011,64.7,6,10.9,6303,9040,4.5,5.3,142.0,17124,3331,4,0
SUP-006,96.7,10,10.2,2028,2168,0.5,7.0,483.0,5093,1464,4,0
SUP-001,86.0,14,12.9,4101,7380,3.4,1.0,179.0,20814,2857,3,0
SUP-012,94.1,12,18.7,5462,12121,0.6,6.0,715.0,29965,5517,4,0
SUP-037,51.9,0,16.6,3334,1061,1.0,3.5,321.0,4425,3739,1,0
SUP-039,57.0,3,17.6,3165,3403,3.7,6.6,185.0,13744,2016,4,1
SUP-036,55.0,8,25.1,3366,1817,1.7,5.0,636.0,10047,3629,5,1
SUP-023,96.4,12,13.1,1299,2353,2.7,1.2,361.0,6120,1110,2,0
SUP-013,79.1,12,10.1,2966,4570,1.4,4.6,465.0,6652,2468,0,0
SUP-006,96.7,10,10.2,4310,4780,2.2,1.8,731.0,23314,4795,4,0
SUP-025,86.3,11,11.9,1821,864,2.2,1.8,1184.0,5789,976,7,0
SUP-005,50.0,9,20.4,42701,14108,1.4,2.2,655.0,253404,38865,6,1
SUP-020,78.5,2,19.0,931,1265,3.6,3.2,965.0,2366,894,3,0
SUP-016,57.0,4,11.5,2295,2677,1.0,1.1,735.0,12236,2498,2,0
SUP-024,92.3,0,16.2,2691,5629,3.6,2.6,287.0,5079,3716,3,0
SUP-010,68.9,12,7.8,1701,1402,4.5,6.0,630.0,4813,1901,5,0
SUP-036,55.0,8,15.4,3862,3350,0.9,3.6,1564.0,4189,2415,5,0
SUP-007,85.3,1,15.1,5554,2856,2.4,6.6,411.0,24015,4487,0,0
SUP-033,62.3,8,15.3,1924,3136,2.0,2.7,1268.0,3941,1436,7,0
SUP-001,86.0,14,17.6,3473,1056,5.5,1.5,661.0,3536,3898,3,1
SUP-017,74.4,3,15.4,5632,3838,3.0,5.8,201.0,19434,3390,4,0
SUP-034,64.6,6,13.9,5530,15079,1.4,2.7,334.0,24697,7163,2,0
SUP-020,78.5,2,18.0,1479,1543,1.2,3.9,695.0,6732,1027,3,0
SUP-029,53.2,7,18.2,4820,16720,1.4,7.1,757.0,6924,5372,6,1
SUP-029,53.2,7,23.2,578,1081,1.6,2.0,883.0,2549,591,6,1
SUP-002,68.3,6,20.9,3572,6894,2.4,0.5,315.0,5345,4620,5,0
SUP-022,63.8,2,9.3,10052,4173,1.2,2.6,346.0,56763,9564,1,0
SUP-036,55.0,8,18.2,1550,1285,2.3,4.9,3361.0,7860,885,5,1
SUP-009,51.8,11,17.3,1949,1725,2.7,3.4,250.0,1583,1894,4,0
SUP-034,64.6,6,14.4,1268,3411,0.9,3.6,1778.0,1659,1168,2,0
SUP-008,86.7,4,17.7,2408,6613,2.8,3.5,594.0,3339,2050,6,0
SUP-021,85.2,12,10.3,4735,8845,2.3,3.0,743.0,19464,4107,7,0
SUP-020,78.5,2,10.6,4130,12146,1.2,2.4,671.0,5575,4221,3,0
SUP-009,51.8,11,12.3,4906,13423,2.1,2.3,103.0,25043,5570,4,1
SUP-002,68.3,6,23.4,5848,13680,1.4,2.9,192.0,12758,6869,5,0
SUP-039,57.0,3,12.8,2786,7679,1.7,5.1,,4390,2678,4,1
SUP-029,53.2,7,8.8,1069,3346,1.7,3.6,869.0,6181,747,6,0
SUP-001,86.0,14,11.6,2285,3465,3.0,2.0,5855.0,8260,2784,3,0
SUP-004,82.0,12,17.8,1604,732,1.3,2.4,901.0,7664,1246,3,0
SUP-028,47.3,9,16.1,12108,22719,4.6,1.3,668.0,21739,14745,1,0
SUP-020,78.5,2,12.3,16762,9840,2.1,2.1,489.0,89404,13316,3,0
SUP-012,94.1,12,13.8,1557,1080,0.5,1.0,910.0,2012,820,4,0
SUP-037,51.9,0,16.1,3880,4508,1.2,4.7,1561.0,22017,3056,1,0
SUP-029,53.2,7,18.5,2633,4879,4.7,4.9,780.0,12849,2748,6,1
SUP-033,62.3,8,15.1,2471,926,1.2,2.9,235.0,8766,2760,7,1
SUP-030,81.2,10,4.1,4904,6141,2.3,2.9,230.0,22414,4699,0,0
SUP-015,68.5,13,9.4,539,1675,2.9,5.6,331.0,3230,698,6,1
SUP-037,51.9,0,15.6,2088,1551,0.8,3.8,166.0,4494,2060,1,0
SUP-026,55.3,11,15.0,17401,6004,1.4,4.9,543.0,99863,18156,6,1
SUP-038,70.2,2,16.7,3706,6412,5.3,3.2,1204.0,19237,4530,4,0
SUP-030,81.2,10,13.4,2842,8287,2.4,3.2,359.0,16936,2920,0,0
SUP-034,64.6,6,13.9,2332,5041,0.7,5.7,697.0,10974,2826,2,0
SUP-001,86.0,14,13.9,6148,5948,2.0,4.5,1358.0,33517,5270,3,0
SUP-019,88.9,9,14.0,2049,3912,4.5,2.7,515.0,7616,1657,2,1
SUP-023,96.4,12,7.9,5121,8621,3.0,5.3,342.0,12585,2579,2,0
SUP-010,68.9,12,24.3,3637,5132,1.7,4.0,560.0,18428,4114,5,0
SUP-022,63.8,2,15.8,293,411,0.5,6.6,716.0,1672,190,1,0
SUP-034,64.6,6,9.9,5045,15516,4.7,4.2,774.0,20674,4470,2,0
SUP-005,50.0,9,16.8,1286,1760,0.5,2.4,162.0,2285,798,6,0
SUP-010,68.9,12,7.6,3188,10124,0.9,2.1,711.0,8740,3691,5,0
SUP-025,86.3,11,13.7,1757,3924,4.0,5.1,1409.0,1922,1444,7,1
SUP-025,86.3,11,13.3,3479,4622,2.1,2.7,282.0,11086,1760,7,1
SUP-033,62.3,8,15.4,2598,4150,1.0,6.5,253.0,8887,2966,7,0
SUP-027,69.7,11,13.4,2262,1175,1.3,0.7,304.0,5879,2659,0,0
SUP-024,92.3,0,7.7,2111,1563,3.2,3.3,739.0,5449,1541,3,0
SUP-019,88.9,9,6.4,20160,65926,3.7,0.8,476.0,80941,17348,2,0
SUP-001,86.0,14,11.8,2675,4341,1.7,2.7,1590.0,6292,3174,3,1
SUP-011,64.7,6,12.3,4025,5061,2.4,1.9,627.0,6585,5004,4,0
SUP-038,70.2,2,9.9,3275,10884,0.9,4.6,329.0,15013,2011,4,0
SUP-009,51.8,11,13.5,1858,3195,2.9,5.9,824.0,3101,2381,4,1
SUP-011,64.7,6,20.8,2357,6280,2.0,4.7,865.0,13996,1600,4,0
SUP-003,90.5,2,16.5,3077,965,3.4,1.7,324.0,6049,2260,5,0
SUP-023,96.4,12,13.2,1897,3202,5.6,1.4,533.0,7170,2653,2,0
SUP-009,51.8,11,22.8,2765,2434,3.0,2.6,711.0,15867,3036,4,1
SUP-031,84.5,4,19.4,1692,3157,0.6,4.8,1124.0,2383,1940,6,0
SUP-013,79.1,12,20.5,1781,5047,4.1,6.1,264.0,9639,1508,0,0
SUP-030,81.2,10,13.7,1668,4290,3.4,3.3,925.0,6342,2310,0,0
SUP-032,96.3,11,18.8,1007,2930,2.3,3.8,921.0,2987,794,2,0
SUP-016,57.0,4,17.5,999,2990,3.7,1.5,,5577,519,2,0
SUP-040,80.5,1,18.8,2535,6689,1.7,3.4,944.0,7363,1283,6,0
SUP-001,86.0,14,15.5,2025,2426,3.1,5.9,434.0,11597,1680,3,0
SUP-009,51.8,11,16.4,22715,44197,1.7,3.0,1252.0,50367,16757,4,1
SUP-002,68.3,6,13.3,3815,3861,1.7,1.5,456.0,6939,4673,5,1
SUP-037,51.9,0,16.2,6708,14391,1.3,0.6,523.0,21245,5175,1,0
SUP-013,79.1,12,13.1,5736,13669,4.7,1.9,575.0,7655,3532,0,1
SUP-037,51.9,0,10.7,3248,4055,2.0,1.9,404.0,3692,4538,1,0
SUP-001,86.0,14,12.1,2490,7961,3.8,1.9,667.0,8503,3298,3,0
SUP-034,64.6,6,14.9,7419,4845,6.1,1.6,875.0,9706,7042,2,0
SUP-023,96.4,12,7.7,2695,1932,2.5,2.4,1617.0,9959,1590,2,0
SUP-030,81.2,10,13.3,3940,9314,1.9,4.8,538.0,19731,4441,0,0
SUP-031,84.5,4,16.6,443,452,6.6,3.5,460.0,500,605,6,1
SUP-038,70.2,2,8.8,2578,6043,2.7,0.1,775.0,15090,1402,4,0
SUP-015,68.5,13,15.8,10734,34266,4.1,2.3,642.0,58594,5928,6,1
SUP-009,51.8,11,18.9,5164,13436,6.2,2.9,660.0,28710,4992,4,1
SUP-001,86.0,14,12.4,9089,15226,2.0,4.1,588.0,37374,8888,3,0
SUP-035,69.9,7,20.0,3500,3851,3.5,3.4,376.0,5751,2796,3,0
SUP-035,69.9,7,12.2,2208,614,1.8,4.6,1016.0,11060,2950,3,1
SUP-039,57.0,3,19.7,7215,4742,8.2,8.3,550.0,21844,8086,4,1
SUP-014,88.6,5,13.8,5622,8053,1.2,5.5,694.0,21126,6071,4,0
SUP-010,68.9,12,15.5,5333,10697,0.4,1.7,292.0,29744,6843,5,0
SUP-017,74.4,3,20.3,4975,15965,0.9,2.7,906.0,24662,3084,4,0
SUP-016,57.0,4,16.3,3470,10265,3.6,1.6,297.0,4336,3634,2,0
SUP-004,82.0,12,8.0,1486,569,1.6,2.0,1607.0,3809,923,3,0
SUP-003,90.5,2,9.6,6565,16384,6.1,0.9,667.0,10396,4519,5,0
SUP-032,96.3,11,10.3,17001,20368,1.0,2.8,745.0,88825,19462,2,0
SUP-018,48.4,10,15.7,473,741,4.5,6.3,914.0,2183,471,0,1
SUP-006,96.7,10,15.9,8201,21960,5.3,1.2,1867.0,19053,10664,4,0
SUP-006,96.7,10,7.8,2296,5275,2.7,2.1,317.0,8719,2642,4,0
SUP-009,51.8,11,24.7,2458,5775,4.5,2.8,510.0,11800,2160,4,0
SUP-029,53.2,7,17.6,2977,5170,2.8,2.5,950.0,7186,3461,6,0
SUP-020,78.5,2,21.3,495,878,0.8,2.7,924.0,1941,307,3,0
SUP-033,62.3,8,14.1,4979,6770,1.8,1.5,78.0,28374,3630,7,0
SUP-026,55.3,11,16.7,3466,1299,3.3,2.3,456.0,8907,3884,6,0
SUP-003,90.5,2,13.7,2253,6946,2.4,1.7,196.0,4685,2117,5,0
SUP-036,55.0,8,12.4,9287,32337,3.0,3.3,236.0,45641,11321,5,1
SUP-012,94.1,12,14.1,11093,16580,1.0,1.4,741.0,65953,5999,4,0
SUP-005,50.0,9,14.5,4266,7639,3.0,3.4,547.0,24557,2761,6,1
SUP-024,92.3,0,21.1,2252,6340,1.1,3.6,499.0,7536,1429,3,0
SUP-007,85.3,1,14.8,6716,10438,4.1,2.2,606.0,18880,5343,0,0
SUP-014,88.6,5,14.1,5522,16747,2.0,5.3,168.0,9695,2765,4,0
SUP-029,53.2,7,14.1,1550,5220,4.4,1.0,265.0,6074,1791,6,0
SUP-002,68.3,6,20.7,7570,25091,0.3,8.9,317.0,12313,5156,5,1
SUP-014,88.6,5,14.3,2296,6343,3.3,2.7,621.0,1899,1593,4,0
SUP-016,57.0,4,21.6,6634,9794,1.5,6.2,3354.0,38677,7083,2,1
SUP-001,86.0,14,11.0,3465,4599,1.2,0.7,387.0,7837,2923,3,0
SUP-037,51.9,0,15.8,1546,439,3.9,5.6,506.0,1249,1253,1,1
SUP-024,92.3,0,2.0,1410,3164,2.9,4.5,522.0,2704,1248,3,0
SUP-030,81.2,10,4.9,12805,7029,0.3,1.9,538.0,32770,15803,0,1
SUP-040,80.5,1,17.9,4674,2550,5.0,1.5,272.0,26483,4093,6,0
SUP-011,64.7,6,12.8,1836,1138,1.9,4.5,1184.0,6241,2151,4,1
SUP-035,69.9,7,13.6,260,824,2.0,4.3,112.0,500,333,3,0
SUP-018,48.4,10,12.8,677,590,2.3,2.1,721.0,934,411,0,0
SUP-001,86.0,14,8.2,3175,10129,1.9,1.0,300.0,18664,3445,3,0
SUP-031,84.5,4,10.6,14826,11439,3.7,3.4,132.0,75769,7575,6,1
SUP-022,63.8,2,19.3,1322,2829,3.2,6.2,415.0,3582,1732,1,0
SUP-017,74.4,3,19.9,1810,397,1.4,4.2,1312.0,10426,2321,4,1
SUP-003,90.5,2,8.9,2764,5526,2.3,2.4,1378.0,7660,2202,5,0
SUP-029,53.2,7,17.5,3246,3866,3.2,3.8,834.0,7201,2676,6,1
SUP-021,85.2,12,14.8,3400,6743,2.5,2.0,854.0,7784,2745,7,0
SUP-030,81.2,10,12.7,1726,1853,4.6,1.4,1963.0,2441,1504,0,1
SUP-013,79.1,12,16.0,8631,22169,4.3,2.1,549.0,49595,5235,0,0
SUP-018,48.4,10,20.2,561,1089,5.5,4.6,949.0,948,413,0,0
SUP-004,82.0,12,8.6,2317,6738,2.8,0.9,257.0,9103,2721,3,0
SUP-007,85.3,1,9.2,2585,2487,5.3,3.2,346.0,11443,1630,0,0
SUP-031,84.5,4,14.6,6775,5788,6.0,4.6,289.0,34528,9465,6,0
SUP-020,78.5,2,17.7,2543,7202,5.3,1.4,417.0,10959,3087,3,0
SUP-023,96.4,12,19.2,7591,18133,5.6,1.4,678.0,36040,8680,2,0
SUP-029,53.2,7,19.8,1632,776,6.1,3.8,472.0,8409,1066,6,0
SUP-027,69.7,11,15.5,8733,23113,1.9,2.6,696.0,38515,11375,0,0
SUP-032,96.3,11,10.4,2476,6638,2.5,2.9,153.0,4001,3310,2,0
SUP-027,69.7,11,18.2,3987,1146,2.3,4.0,1835.0,18603,5051,0,1
SUP-015,68.5,13,10.3,2777,6372,3.8,3.0,636.0,10598,2746,6,0
SUP-004,82.0,12,23.2,6265,21224,2.1,5.1,950.0,10721,4842,3,0
SUP-029,53.2,7,16.8,1174,2310,1.8,1.6,206.0,4427,958,6,0
SUP-031,84.5,4,11.2,1887,4292,4.1,6.6,955.0,3319,1861,6,0
SUP-005,50.0,9,21.0,4452,11473,2.6,4.6,227.0,22271,4532,6,1
SUP-017,74.4,3,10.1,12676,28876,3.6,2.5,956.0,35389,13573,4,0
SUP-012,94.1,12,9.4,9973,6288,2.4,3.9,575.0,19945,9788,4,0
SUP-015,68.5,13,16.4,5308,3745,2.7,4.4,1381.0,12120,5659,6,1
SUP-027,69.7,11,22.4,998,714,1.5,4.2,416.0,3137,830,0,0
SUP-037,51.9,0,19.2,2851,1525,2.0,1.5,637.0,10285,2277,1,0
SUP-015,68.5,13,15.0,613,1191,5.3,4.5,474.0,2740,528,6,1
SUP-027,69.7,11,9.8,1256,1771,0.4,2.7,140.0,3836,1083,0,0
SUP-010,68.9,12,19.6,1374,3577,3.1,0.8,367.0,6093,800,5,0
SUP-003,90.5,2,10.5,5648,12311,5.4,7.6,732.0,17014,5065,5,1
SUP-027,69.7,11,16.3,3134,1797,3.1,2.1,370.0,12255,3598,0,0
SUP-021,85.2,12,15.4,2981,1588,4.9,2.8,1129.0,6830,1858,7,1
SUP-008,86.7,4,9.1,2797,4354,1.1,3.8,1272.0,8660,1673,6,0
SUP-004,82.0,12,11.9,6279,14341,5.2,5.9,196.0,36632,8765,3,0
SUP-005,50.0,9,18.0,4481,15221,2.1,2.2,661.0,16061,3247,6,0
SUP-019,88.9,9,16.8,1542,1315,,0.3,861.0,4380,1298,2,0
SUP-004,82.0,12,16.4,2444,7793,0.9,1.7,2133.0,3038,1936,3,0
SUP-013,79.1,12,20.4,18495,19861,1.5,4.1,282.0,73508,12666,0,1
SUP-029,53.2,7,17.5,8818,4732,6.6,3.4,492.0,26476,12174,6,1
SUP-001,86.0,14,19.8,694,773,5.6,7.7,442.0,1721,721,3,0
SUP-038,70.2,2,9.3,2434,6614,2.6,3.1,476.0,2682,2020,4,0
SUP-009,51.8,11,13.5,3298,9323,2.1,4.0,779.0,12650,3079,4,1
SUP-019,88.9,9,16.6,703,1497,2.4,4.6,170.0,2529,657,2,1
SUP-023,96.4,12,16.6,1894,1333,5.6,2.7,123.0,2903,1677,2,0
SUP-032,96.3,11,21.0,5698,16331,2.1,0.6,551.0,29396,5461,2,0
SUP-039,57.0,3,17.8,4479,2332,3.6,5.2,305.0,5057,5297,4,0
SUP-025,86.3,11,7.1,1431,4434,1.2,1.2,816.0,8022,1773,7,0
SUP-028,47.3,9,14.1,1402,1432,2.4,5.6,903.0,2331,1628,1,1
SUP-002,68.3,6,18.4,2834,6629,1.0,5.0,428.0,9063,3378,5,0
SUP-039,57.0,3,17.5,4035,9287,2.1,3.7,769.0,9967,3825,4,0
SUP-012,94.1,12,11.7,3317,7494,8.5,3.8,195.0,14343,3196,4,0
SUP-021,85.2,12,18.8,1070,2198,7.1,3.0,250.0,4714,535,7,1
SUP-014,88.6,5,9.4,1031,606,1.3,2.2,50.0,1949,841,4,0
SUP-022,63.8,2,14.5,6273,2016,2.9,2.0,1119.0,36954,7280,1,0
SUP-033,62.3,8,20.1,3581,11157,1.5,4.3,752.0,7249,3391,7,1
SUP-024,92.3,0,16.7,5568,7814,,2.0,368.0,4580,5325,3,0
SUP-037,51.9,0,19.7,1983,4536,0.4,3.5,187.0,3493,2762,1,0
SUP-034,64.6,6,18.1,6262,4007,3.0,6.6,730.0,14268,8010,2,1
SUP-007,85.3,1,4.6,1829,2012,5.8,1.2,298.0,9459,1338,0,0
SUP-004,82.0,12,17.7,1785,1272,1.5,5.0,298.0,8934,2336,3,1
SUP-036,55.0,8,15.3,3637,2188,6.4,2.2,829.0,12812,2180,5,1
SUP-010,68.9,12,21.3,2630,4016,4.1,3.2,445.0,10032,3317,5,0
SUP-006,96.7,10,16.4,1473,1484,3.1,1.7,885.0,4191,1938,4,0
SUP-025,86.3,11,17.5,5779,3954,3.3,2.5,514.0,14112,3012,7,0
SUP-036,55.0,8,23.1,6936,23186,1.4,3.7,1196.0,22018,9049,5,0
SUP-035,69.9,7,19.3,9386,11213,3.5,5.4,248.0,16950,11459,3,0
SUP-004,82.0,12,18.1,7164,2794,3.6,3.0,480.0,40110,7243,3,1
SUP-028,47.3,9,26.8,3388,4315,2.6,0.5,278.0,16119,3423,1,0
